Candidate.Ref,DOJ.Extended,Duration.to.accept.offer,Notice.period,Offered.band,Pecent.hike.expected.in.CTC,Percent.hike.offered.in.CTC,Percent.difference.CTC,Joining.Bonus,Candidate.relocate.actual,Gender,Candidate.Source,Rex.in.Yrs,LOB,Location,Age,Status
2614048,Yes,94,30,E2,37.5,105,49.09,No,No,Male,Agency,5,INFRA,Noida,27,0
2614065,No,3,30,E2,45.63,45.63,0,No,No,Male,Employee Referral,8,BFSI,Bangalore,33,1
2614073,No,20,90,E1,33.33,27.78,-4.17,No,No,Male,Agency,3,BFSI,Chennai,28,0
2614086,No,12,30,E2,25,25,0,No,No,Male,Agency,2,INFRA,Noida,25,1
2614104,No,5,60,E1,38.89,33.33,-4,No,No,Female,Agency,3,BFSI,Chennai,26,0
2614111,No,2,30,E1,50,65,10,No,No,Female,Employee Referral,2,INFRA,Chennai,26,1
2614121,Yes,7,60,E1,58.73,42.86,-10,No,No,Male,Direct,4,BFSI,Bangalore,30,1
2614154,No,10,30,E2,51.52,37.74,-9.09,No,No,Male,Direct,6,CSMP,Noida,31,0
2614179,No,41,90,E1,42.05,29.55,-8.8,No,No,Male,Agency,3,BFSI,Chennai,26,1
2614187,No,20,45,E2,85.71,72.5,-7.12,No,No,Male,Direct,7,ERS,Bangalore,30,1
2614189,No,6,90,E1,25,25,0,No,No,Male,Agency,5,BFSI,Chennai,30,1
2614222,No,8,60,E1,18.03,18.03,0,No,No,Male,Agency,6,BFSI,Chennai,31,1
2614244,No,2,60,E1,71.43,65.71,-3.33,No,Yes,Male,Direct,4,CSMP,Noida,28,1
2614289,Yes,79,30,E2,30.77,34.62,2.94,No,No,Female,Agency,6,ERS,Chennai,30,0
2614295,Yes,5,60,E1,35.57,27.59,-5.88,No,No,Male,Employee Referral,7,BFSI,Chennai,32,1
2614342,No,6,90,E2,35.35,28.18,-5.29,No,No,Female,Agency,8,BFSI,Chennai,30,0
2614410,Yes,70,60,E2,86.67,86.67,0,No,Yes,Male,Direct,9,EAS,Noida,37,1
2614414,Yes,66,60,E1,57.77,57.77,0,No,No,Male,Direct,4,AXON,Noida,27,1
2614423,No,9,30,E1,61.29,50.54,-6.67,No,No,Female,Agency,4,BFSI,Chennai,30,1
2614432,Yes,24,30,E1,69.44,143.06,43.44,No,No,Male,Agency,1,ERS,Chennai,27,1
2614469,No,3,30,E2,33.33,116.67,62.5,No,No,Male,Employee Referral,6,ERS,Noida,29,1
2614501,Yes,4,60,E1,4.65,0,-4.44,No,No,Male,Direct,4,EAS,Hyderabad,32,0
2614642,Yes,79,60,E1,18.18,74.55,47.69,No,No,Male,Direct,4,ERS,Noida,26,1
2614745,No,3,30,E2,22.49,22.49,0,No,No,Male,Direct,5,INFRA,Noida,28,1
2614946,No,22,30,E2,40.77,29.5,-8,No,No,Male,Employee Referral,8,BFSI,Chennai,31,0
2617511,Yes,60,60,E3,34.78,34.78,0,No,No,Male,Direct,8,ETS,Bangalore,30,1
2617613,No,224,90,E1,83.67,83.67,0,No,No,Male,Direct,5,ETS,Bangalore,32,0
2617619,No,3,75,E2,38.89,26.39,-9,No,No,Male,Agency,7,BFSI,Chennai,30,0
2617623,No,96,90,E1,42.86,26.37,-11.54,No,No,Male,Agency,3,BFSI,Chennai,25,1
2617732,No,96,45,E1,57.89,18.42,-25,No,No,Male,Agency,4,BFSI,Chennai,29,1
2617884,No,0,30,E1,36.84,36.84,0,No,No,Male,Direct,3,BFSI,Bangalore,25,1
2617939,Yes,37,30,E1,42.86,34.52,-5.83,No,No,Female,Direct,5,ERS,Chennai,29,1
2617976,Yes,99,90,E2,48.65,48.65,0,No,No,Male,Direct,7,ETS,Bangalore,30,1
2617981,Yes,4,30,E1,16.44,16.44,0,No,No,Male,Employee Referral,4,ETS,Bangalore,28,1
2617985,Yes,102,90,E2,46.34,51.22,3.33,No,Yes,Male,Direct,5,EAS,Bangalore,30,1
2617986,No,22,60,E2,25,29.17,3.33,No,No,Male,Direct,8,ERS,Noida,36,0
2618026,No,4,90,E1,56.25,43.75,-8,No,No,Female,Agency,4,BFSI,Chennai,27,1
2618071,Yes,2,90,E2,38.46,38.46,0,No,No,Male,Direct,5,EAS,Bangalore,28,0
2618138,Yes,75,30,E1,42.86,42.86,0,No,No,Male,Agency,4,EAS,Noida,27,0
2618158,Yes,7,30,E3,20.69,20.69,0,No,No,Male,Direct,12,ETS,Bangalore,43,1
2618161,No,5,30,E1,150,150,0,No,No,Female,Employee Referral,4,INFRA,Kolkata,25,1
2618163,Yes,8,30,E1,70,70,0,No,No,Male,Agency,4,ERS,Bangalore,28,1
2618170,Yes,28,30,E1,87.5,71.88,-8.33,No,No,Male,Agency,6,ERS,Bangalore,33,0
2618174,Yes,10,60,E1,44.44,42.22,-1.54,No,No,Male,Agency,4,ERS,Chennai,26,1
2618228,Yes,7,30,E2,18.85,14.75,-3.45,Yes,No,Male,Direct,9,ETS,Bangalore,39,0
2618247,No,5,60,E1,20,20,0,No,No,Male,Agency,4,ERS,Noida,33,1
2618264,Yes,1,30,E2,22.22,22.22,0,No,No,Male,Direct,6,INFRA,Bangalore,28,1
2618392,No,21,30,E1,75.76,165.15,50.86,No,No,Male,Agency,2,ERS,Chennai,26,1
2618430,Yes,52,30,E2,31.43,50,14.13,Yes,No,Female,Direct,7,ERS,Bangalore,29,0
2618479,No,2,30,E1,54.76,33.33,-13.85,No,No,Female,Employee Referral,4,ERS,Noida,28,0
2618598,Yes,94,90,E1,87.5,87.5,0,No,Yes,Male,Agency,4,BFSI,Bangalore,28,1
2618623,Yes,43,60,E3,37.93,37.93,0,No,No,Male,Employee Referral,10,EAS,Chennai,50,1
2618659,Yes,61,30,E2,41.18,32.35,-6.25,No,Yes,Male,Direct,1,INFRA,Noida,26,1
2618781,No,1,30,E2,25,25,0,No,No,Male,Direct,2,INFRA,Noida,25,1
2618817,Yes,75,60,E2,35.86,35.86,0,No,Yes,Male,Direct,3,INFRA,Noida,26,1
2618868,Yes,65,60,E1,50,54,2.67,No,Yes,Male,Employee Referral,5,ERS,Chennai,31,1
2618920,No,3,60,E3,46.67,33.33,-9.09,No,No,Male,Employee Referral,6,INFRA,Chennai,34,1
2619097,Yes,42,60,E1,57.14,57.14,0,No,No,Male,Employee Referral,3,BFSI,Bangalore,28,1
2619659,No,0,30,E1,19.23,15.38,-3.23,No,No,Male,Employee Referral,3,ETS,Hyderabad,26,1
2634924,Yes,2,30,E1,50,45,-3.33,No,No,Male,Employee Referral,1,INFRA,Chennai,24,1
2635034,Yes,67,60,E2,70.19,70.19,0,No,No,Male,Agency,4,INFRA,Noida,29,1
2635127,Yes,41,60,E1,33.93,30.36,-2.67,No,No,Male,Direct,5,ETS,Chennai,33,1
2635139,Yes,64,30,E2,23.08,30.77,6.25,No,No,Male,Agency,6,ERS,Bangalore,30,0
2635143,No,30,30,E2,22.45,22.45,0,No,No,Male,Agency,6,ERS,Bangalore,30,1
2635149,Yes,47,30,E1,31.94,27.78,-3.16,No,No,Male,Agency,3,ERS,Bangalore,26,1
2635150,Yes,30,30,E1,118.98,45.99,-33.33,No,No,Male,Agency,4,ERS,Bangalore,31,1
2635164,No,3,30,E1,50,25,-16.67,No,No,Male,Employee Referral,1,INFRA,Chennai,24,1
2635166,Yes,33,30,E1,22.55,28.68,5,No,No,Male,Agency,4,ERS,Bangalore,26,1
2635167,Yes,22,30,E1,66.67,45.83,-12.5,No,No,Male,Agency,3,ERS,Bangalore,29,1
2635168,Yes,6,30,E1,66.67,50,-10,No,No,Male,Agency,3,ERS,Bangalore,25,1
2635172,No,30,30,E1,57.59,57.59,0,No,No,Male,Agency,4,ERS,Bangalore,27,1
2635174,Yes,110,60,E2,33.33,116.67,62.5,No,No,Male,Agency,7,ERS,Noida,60,0
2635181,Yes,39,30,E1,110.53,71.05,-18.75,No,No,Male,Agency,2,ERS,Bangalore,25,1
2635185,Yes,5,30,E1,71.05,71.05,0,No,No,Female,Agency,2,ERS,Bangalore,24,1
2635189,No,0,30,E1,62.04,62.04,0,No,No,Female,Agency,3,ERS,Bangalore,26,1
2635192,Yes,18,45,E1,66.67,62.04,-2.78,No,No,Female,Agency,2,ERS,Bangalore,24,0
2635195,Yes,11,45,E1,21.88,21.88,0,No,No,Male,Agency,2,ERS,Bangalore,24,0
2635214,No,18,30,E1,50,50,0,No,Yes,Male,Agency,2,ERS,Bangalore,24,1
2635364,Yes,7,30,E1,83.33,66.67,-9.09,No,No,Male,Direct,4,EAS,Chennai,31,0
2635469,Yes,28,90,E2,33.33,28,-4,No,No,Male,Agency,2,INFRA,Noida,29,1
2635489,No,1,30,E2,33.33,165.36,99.02,No,No,Female,Direct,4,INFRA,Hyderabad,27,1
2635493,No,22,30,E2,25,16.67,-6.67,No,No,Male,Direct,6,AXON,Bangalore,31,1
2635532,No,2,30,E1,18.18,-45.45,-53.85,No,No,Male,Employee Referral,2,ERS,Noida,28,1
2635592,No,3,30,E2,88.89,45.33,-23.06,No,No,Male,Agency,9,ERS,Chennai,36,1
2635755,Yes,33,30,E1,38.89,25.87,-9.38,No,Yes,Male,Agency,4,ERS,Pune,26,1
2635758,No,0,90,E1,45.83,45.83,0,No,Yes,Male,Agency,4,ERS,Chennai,27,1
2635764,No,3,30,E1,16.67,16.67,0,No,No,Female,Direct,5,CSMP,Noida,30,1
2635771,No,41,45,E2,72.41,72.41,0,No,No,Male,Agency,5,ERS,Chennai,28,0
2635774,Yes,65,60,E2,64.23,44.16,-12.22,No,No,Male,Agency,7,INFRA,Noida,29,1
2635938,No,1,30,E2,33.33,33.33,0,No,No,Male,Employee Referral,7,INFRA,Mumbai,33,1
2635949,Yes,88,90,E3,45.45,27.27,-12.5,No,Yes,Male,Direct,4,INFRA,Noida,28,1
2635968,Yes,6,30,E3,8.33,2.78,-5.13,No,No,Male,Employee Referral,10,AXON,Hyderabad,34,1
2635988,No,2,30,E2,34.15,42.28,6.06,No,No,Male,Employee Referral,2,INFRA,Noida,29,1
2636030,Yes,21,30,E2,24.26,24.26,0,No,No,Male,Agency,8,EAS,Bangalore,34,0
2636033,Yes,3,30,E3,22.14,28.24,5,No,No,Male,Employee Referral,13,AXON,Noida,40,1
2636051,Yes,0,30,E2,94.44,94.44,0,No,No,Male,Employee Referral,3,INFRA,Noida,25,1
2636095,No,28,30,E1,46.74,46.74,0,No,No,Male,Direct,5,ERS,Chennai,25,1
2636143,No,103,60,E1,66.67,35.42,-18.75,No,No,Male,Employee Referral,7,BFSI,Chennai,35,1
2636153,Yes,5,30,E1,22.73,14.55,-6.67,No,No,Male,Employee Referral,8,INFRA,Mumbai,33,1
2636195,Yes,64,30,E1,66.67,93.45,16.07,No,No,Male,Employee Referral,2,ERS,Chennai,24,1
2636629,Yes,34,30,E2,50,33.33,-11.11,No,No,Male,Employee Referral,5,ERS,Bangalore,28,0
2636668,Yes,5,30,E1,31.94,25,-5.26,No,No,Male,Employee Referral,4,ERS,Noida,31,1
2636727,Yes,70,90,E1,56.86,42.16,-9.38,No,Yes,Female,Direct,4,ERS,Noida,27,1
2636806,Yes,1,45,E1,40,5,-25,No,No,Female,Direct,4,ERS,Noida,33,1
2640182,No,14,30,E2,52.91,43.73,-6,No,No,Male,Employee Referral,5,INFRA,Noida,34,0
2703259,No,4,30,E2,25.71,20,-4.55,No,No,Male,Agency,8,ERS,Chennai,33,0
2724257,No,1,30,E1,66.67,124.54,34.72,No,No,Male,Direct,2,INFRA,Gurgaon,23,1
2735246,Yes,13,30,E1,44.93,26.81,-12.5,No,No,Male,Direct,3,ERS,Chennai,30,1
2736731,Yes,19,30,E1,108.33,87.5,-10,No,No,Male,Direct,3,ERS,Chennai,32,1
2763478,No,63,30,E1,46.1,46.1,0,No,Yes,Male,Agency,3,ERS,Chennai,26,1
2764252,Yes,62,30,E1,33.33,22.22,-8.33,No,No,Female,Agency,3,ERS,Bangalore,25,0
2778738,No,1,30,E1,175,125,-18.18,No,No,Male,Employee Referral,3,ERS,Chennai,27,1
2778813,Yes,66,60,E1,125,225,44.44,No,No,Male,Agency,4,ERS,Chennai,26,1
2778825,Yes,27,30,E1,122.22,116.67,-2.5,No,No,Female,Employee Referral,2,ERS,Chennai,25,1
2778832,Yes,77,90,E2,33.66,33.66,0,No,No,Male,Employee Referral,8,ETS,Bangalore,30,1
2778844,No,3,30,E1,127.27,104.55,-10,No,No,Male,Agency,3,ERS,Chennai,26,1
2778881,No,1,30,E1,25,30,4,No,No,Male,Direct,4,ERS,Chennai,30,1
2778913,Yes,55,30,E2,12.5,31.25,16.67,No,No,Male,Direct,8,ERS,Chennai,39,1
2778919,Yes,63,30,E2,11.11,16.67,5,No,No,Male,Direct,8,ERS,Chennai,31,0
2779011,Yes,1,30,E1,33.33,35.42,1.56,No,No,Male,Agency,4,ERS,Chennai,28,1
2779018,No,1,45,E1,60,78,11.25,No,No,Male,Agency,2,ERS,Chennai,27,0
2779025,Yes,37,30,E1,53.85,25.13,-18.67,No,No,Male,Agency,4,ERS,Chennai,29,1
2779030,Yes,27,60,E1,42.86,114.29,50,No,Yes,Male,Agency,3,ERS,Chennai,27,1
2779159,Yes,2,30,E1,42.86,25,-12.5,No,No,Male,Direct,3,ERS,Chennai,30,1
2779183,No,60,90,E2,36.36,27.27,-6.67,No,No,Male,Direct,9,ERS,Bangalore,30,0
2779196,Yes,4,60,E1,27.91,22.09,-4.55,No,No,Male,Direct,3,ERS,Chennai,27,0
2779211,Yes,54,90,E2,26.98,15.08,-9.38,Yes,No,Male,Direct,8,ERS,Chennai,35,0
2779220,Yes,4,60,E1,200,150,-16.67,No,No,Male,Direct,5,ERS,Chennai,28,1
2780148,No,62,60,E2,55.56,44.44,-7.14,No,No,Male,Direct,7,CSMP,Bangalore,33,0
2780210,Yes,120,30,E1,96.88,95.31,-0.79,No,No,Female,Agency,5,ERS,Chennai,29,0
2780218,No,31,30,E1,80.56,80.56,0,No,No,Male,Agency,2,ERS,Chennai,24,1
2780222,Yes,94,30,E1,44.23,44.23,0,No,No,Female,Agency,3,ERS,Chennai,27,1
2780238,No,62,30,E1,42.86,53.57,7.5,No,No,Female,Agency,3,ERS,Chennai,24,1
2780329,No,15,45,E1,35.85,24.53,-8.33,No,No,Male,Agency,4,ERS,Bangalore,27,0
2780364,Yes,19,75,E1,50,37.5,-8.33,No,Yes,Female,Agency,2,ERS,Noida,25,1
2780369,Yes,10,30,E1,87.5,87.5,0,No,No,Male,Agency,3,ERS,Chennai,25,1
2780376,Yes,71,30,E1,89.19,72.97,-8.57,No,No,Male,Agency,4,ERS,Chennai,27,1
2780385,No,4,45,E1,100,82.86,-8.57,No,No,Male,Agency,4,ERS,Chennai,25,0
2780398,Yes,58,45,E2,83.33,50,-18.18,No,Yes,Male,Agency,8,ERS,Bangalore,32,1
2780409,No,19,30,E2,18.92,18.92,0,No,No,Female,Agency,7,ERS,Chennai,30,0
2780445,No,18,30,E1,66.67,47.62,-11.43,No,No,Male,Agency,4,ERS,Bangalore,30,1
2780519,No,24,30,E1,50,20,-20,No,No,Female,Agency,1,INFRA,Noida,26,1
2780555,Yes,0,30,E2,33.33,66.67,25,No,No,Male,Direct,7,INFRA,Chennai,30,1
2780585,No,2,30,E2,19.27,5.5,-11.54,No,No,Male,Direct,10,ERS,Chennai,35,0
2780592,Yes,1,30,E2,31.23,31.23,0,No,No,Male,Direct,8,ERS,Chennai,33,1
2780594,No,2,30,E1,50,37.5,-8.33,No,No,Male,Direct,1,INFRA,Chennai,26,1
2780638,Yes,23,30,E1,25,25,0,No,No,Male,Agency,3,INFRA,Noida,29,1
2780645,No,30,30,E2,50,175,83.33,No,No,Male,Agency,4,INFRA,Noida,28,1
2780647,No,28,30,E1,44,52,5.56,No,No,Male,Employee Referral,2,ERS,Chennai,24,1
2780679,Yes,43,90,E3,19.35,29.03,8.11,No,Yes,Male,Employee Referral,14,ETS,Bangalore,40,1
2780683,Yes,48,30,E2,25,12.5,-10,No,No,Male,Direct,4,INFRA,Chennai,28,1
2780694,Yes,4,30,E1,36.05,42.86,5,No,No,Male,Employee Referral,0,INFRA,Noida,24,1
2780696,No,23,45,E1,18.48,-0.47,-16,No,No,Male,Agency,4,BFSI,Chennai,28,0
2780697,No,28,30,E2,25,75,40,No,No,Male,Direct,6,INFRA,Chennai,37,1
2780728,Yes,23,30,E3,44.44,33.33,-7.69,No,Yes,Female,Direct,5,INFRA,Noida,29,1
2780763,No,17,30,E1,33.93,33.93,0,No,No,Female,Direct,4,BFSI,Chennai,26,1
2780811,No,1,90,E2,21.43,14.29,-5.88,No,No,Male,Employee Referral,17,BFSI,Chennai,38,1
2780814,No,51,45,E2,28.57,28.57,0,No,No,Male,Agency,8,AXON,Chennai,31,0
2780820,Yes,15,30,E1,50,15,-23.33,No,No,Male,Agency,1,INFRA,Noida,24,1
2780823,No,40,30,E1,44.23,20.19,-16.67,No,No,Male,Direct,6,AXON,Bangalore,34,1
2780825,Yes,99,90,E3,25,225,160,No,No,Female,Employee Referral,8,INFRA,Noida,37,1
2780829,Yes,15,30,E1,25,10,-12,No,No,Male,Employee Referral,1,INFRA,Noida,26,1
2780832,No,0,60,E2,42.13,31.98,-7.14,No,No,Male,Direct,11,AXON,Chennai,36,1
2780834,Yes,21,30,E1,50,25,-16.67,No,No,Male,Agency,1,INFRA,Noida,25,1
2780839,Yes,7,30,E2,71.57,71.57,0,No,No,Male,Employee Referral,0,INFRA,Noida,25,1
2780843,Yes,5,60,E1,42.86,42.86,0,No,No,Female,Direct,4,ERS,Chennai,26,0
2780858,No,7,0,E2,17.65,0,-15,Yes,No,Female,Agency,6,EAS,Chennai,32,1
2780895,Yes,29,30,E2,25,0,-20,No,No,Male,Direct,2,INFRA,Noida,25,1
2780896,No,4,30,E2,16.96,16.96,0,No,No,Male,Employee Referral,2,INFRA,Noida,25,1
2780899,No,1,30,E3,53.81,32.83,-13.64,No,Yes,Male,Employee Referral,9,AXON,Noida,36,1
2780944,No,28,30,E2,27.5,27.5,0,No,No,Male,Agency,3,INFRA,Noida,31,1
2780958,Yes,10,90,E1,44.58,56.63,8.33,No,No,Male,Direct,3,ETS,Bangalore,26,1
2780963,Yes,27,30,E3,5.93,5.93,0,Yes,No,Male,Direct,4,INFRA,Noida,42,1
2781005,Yes,24,30,E1,20,20,0,No,No,Male,Agency,1,INFRA,Noida,25,1
2781015,No,5,30,E1,66.67,80,8,No,No,Male,Agency,2,INFRA,Noida,22,1
2781030,Yes,38,60,E2,44.44,44.44,0,No,No,Male,Direct,6,INFRA,Chennai,42,1
2781059,Yes,19,30,E1,40,8,-22.86,No,No,Male,Direct,2,INFRA,Noida,25,1
2781087,No,25,30,E2,36,60,17.65,No,No,Male,Employee Referral,2,INFRA,Noida,25,1
2781128,Yes,23,30,E2,24.14,24.14,0,No,No,Female,Agency,5,BFSI,Gurgaon,28,0
2781193,Yes,8,30,E1,25,25,0,No,No,Male,Direct,4,ETS,Bangalore,30,1
2781679,Yes,101,90,E2,26.09,16.39,-7.69,No,No,Male,Employee Referral,8,BFSI,Chennai,31,0
2781700,No,23,30,E2,23.46,23.46,0,No,No,Male,Employee Referral,3,INFRA,Noida,25,1
2782050,No,12,30,E2,37.5,66.67,21.21,No,No,Male,Employee Referral,2,INFRA,Noida,25,1
2782065,No,1,30,E1,19.05,42.86,20,No,No,Male,Employee Referral,1,INFRA,Noida,24,1
2782473,Yes,23,45,E3,32.21,32.21,0,No,No,Male,Employee Referral,8,INFRA,Hyderabad,31,1
2785358,Yes,3,30,E1,50,5,-30,No,No,Male,Employee Referral,2,INFRA,Noida,24,1
2785501,No,43,30,E1,21.95,21.95,0,No,No,Male,Direct,3,BFSI,Bangalore,29,1
2785530,Yes,70,30,E1,30.43,21.74,-6.67,No,No,Male,Direct,5,BFSI,Bangalore,28,1
2785542,Yes,12,60,E2,42.86,42.86,0,Yes,Yes,Male,Agency,7,EAS,Bangalore,31,1
2785734,Yes,43,30,E1,31.58,31.58,0,No,No,Male,Direct,3,BFSI,Bangalore,28,1
2785752,No,4,30,E1,56.25,62.5,4,No,No,Female,Direct,4,BFSI,Bangalore,28,1
2785771,Yes,51,30,E1,50,50,0,No,No,Male,Agency,1,INFRA,Noida,26,1
2785867,No,58,90,E1,13.91,0.72,-11.58,No,No,Male,Employee Referral,9,BFSI,Chennai,33,1
2785870,Yes,32,30,E1,8.23,42.86,32,No,No,Male,Agency,1,INFRA,Bangalore,22,0
2785942,No,5,30,E1,25,56.25,25,No,No,Male,Agency,3,ERS,Chennai,28,1
2785956,Yes,46,90,E2,28.57,3.57,-19.44,No,No,Male,Direct,7,INFRA,Noida,29,0
2786013,No,0,30,E1,38.89,38.89,0,No,No,Male,Employee Referral,2,INFRA,Noida,29,1
2786107,Yes,2,60,E1,23.08,7.69,-12.5,No,No,Male,Agency,3,CSMP,Hyderabad,29,1
2786151,No,7,30,E2,14.29,-4.76,-16.67,No,No,Male,Employee Referral,6,AXON,Bangalore,34,0
2786161,No,4,60,E2,20.33,20.33,0,No,No,Female,Direct,8,BFSI,Mumbai,31,1
2786185,No,3,60,E1,50,65,10,No,No,Female,Employee Referral,4,INFRA,Chennai,30,1
2786216,Yes,28,30,E1,39.86,42.86,2.14,No,No,Male,Direct,3,AXON,Kolkata,27,0
2786241,No,12,30,E1,21.7,31.85,8.33,No,No,Male,Direct,4,ETS,Bangalore,30,0
2786244,No,2,30,E1,50,-10,-40,No,No,Male,Employee Referral,3,INFRA,Chennai,28,1
2786306,No,6,30,E1,50,30,-13.33,No,No,Male,Agency,2,INFRA,Chennai,25,1
2786314,Yes,32,30,E1,37.1,33.06,-2.94,No,No,Male,Agency,4,CSMP,Hyderabad,30,1
2786355,No,0,60,E2,44.44,128.62,58.27,No,No,Male,Agency,11,INFRA,Bangalore,34,0
2786405,Yes,10,30,E2,3.89,27.64,22.86,No,No,Male,Employee Referral,5,INFRA,Chennai,30,1
2786437,Yes,13,90,E1,44.58,45.06,0.33,No,No,Female,Direct,3,ETS,Bangalore,25,0
2786515,Yes,13,30,E2,26.32,36.84,8.33,No,No,Male,Direct,8,ETS,Noida,33,1
2786592,No,5,0,E3,17.86,7.14,-9.09,No,No,Male,Employee Referral,11,INFRA,Noida,36,1
2786672,Yes,21,30,E2,33.33,66.67,25,No,No,Male,Employee Referral,4,INFRA,Noida,30,1
2786734,No,0,60,E1,64.71,64.71,0,No,No,Male,Employee Referral,3,BFSI,Mumbai,28,1
2786807,Yes,40,30,E1,80.56,80.56,0,No,Yes,Male,Direct,3,ETS,Noida,25,1
2789779,No,24,60,E2,21.43,21.43,0,No,No,Male,Employee Referral,5,INFRA,Chennai,30,1
2789926,Yes,1,60,E1,17.02,11.7,-4.55,No,No,Female,Employee Referral,3,ERS,Noida,27,0
2790145,No,6,45,E1,14.04,1.75,-10.77,No,No,Male,Agency,4,BFSI,Chennai,27,0
2790161,No,3,30,E1,30,11.25,-14.42,No,No,Male,Agency,3,BFSI,Chennai,29,1
2790209,No,0,30,E1,34.62,34.62,0,No,No,Male,Employee Referral,2,INFRA,Noida,31,1
2790254,Yes,57,45,E2,20.29,10.67,-8,No,Yes,Male,Employee Referral,9,AXON,Noida,34,1
2790261,Yes,55,60,E3,41.03,34.62,-4.55,No,No,Male,Employee Referral,5,INFRA,Chennai,29,0
2790476,Yes,46,45,E3,42.86,42.86,0,No,No,Male,Employee Referral,8,INFRA,Noida,32,1
2793675,No,4,30,E1,105.88,76.47,-14.29,No,No,Male,Agency,4,ERS,Chennai,26,1
2793806,No,9,30,E1,44.38,44.38,0,No,No,Male,Employee Referral,5,BFSI,Chennai,27,1
2793832,Yes,28,60,E2,45.35,33.72,-8,Yes,No,Male,Agency,6,ERS,Chennai,28,1
2793849,Yes,32,60,E1,81.47,39.13,-23.33,No,No,Male,Agency,5,ERS,Chennai,28,1
2793862,No,17,60,E1,90.91,90.91,0,No,No,Male,Agency,4,BFSI,Chennai,26,0
2793870,No,2,60,E2,30.14,23.29,-5.26,No,No,Female,Agency,8,BFSI,Chennai,39,1
2793896,No,4,30,E1,-2.78,-2.78,0,No,No,Male,Direct,3,BFSI,Chennai,27,1
2794026,No,6,30,E1,71.72,54.04,-10.29,No,No,Male,Agency,3,BFSI,Chennai,28,1
2794037,No,14,30,E1,50,50,0,No,No,Female,Employee Referral,4,BFSI,Chennai,26,1
2794053,Yes,56,60,E2,32.74,28.32,-3.33,No,No,Male,Employee Referral,8,EAS,Hyderabad,35,1
2794097,No,27,45,E1,87.22,82.82,-2.35,No,No,Male,Direct,6,CSMP,Bangalore,30,1
2794139,Yes,5,30,E2,1.85,-12.96,-14.55,No,No,Male,Direct,6,CSMP,Noida,32,1
2794145,No,3,30,E1,50,-10,-40,No,No,Male,Employee Referral,5,INFRA,Cochin,30,1
2794156,Yes,5,30,E1,73.33,33.33,-23.08,No,No,Male,Agency,1,INFRA,Noida,25,1
2794173,No,73,30,E1,11.84,11.84,0,No,No,Female,Agency,3,BFSI,Chennai,27,1
2794245,Yes,41,90,E1,27.23,35.04,6.14,No,No,Male,Agency,3,BFSI,Bangalore,25,1
2794265,Yes,22,30,E1,30.56,38.89,6.38,No,No,Male,Agency,3,BFSI,Bangalore,25,1
2794271,Yes,38,30,E1,33.33,33.33,0,No,No,Male,Agency,5,BFSI,Bangalore,37,1
2794280,Yes,27,30,E1,69.08,69.08,0,No,No,Male,Agency,4,BFSI,Bangalore,28,1
2794326,No,2,30,E2,66.67,109.57,25.74,No,No,Male,Employee Referral,1,INFRA,Noida,25,1
2794459,Yes,23,30,E3,63.64,63.64,0,No,No,Female,Agency,11,EAS,Chennai,42,1
2794563,Yes,28,30,E2,0,0,0,No,No,Male,Direct,8,EAS,Chennai,31,1
2794595,Yes,3,30,E2,23.53,23.53,0,No,No,Male,Employee Referral,6,AXON,Noida,32,1
2794645,Yes,27,30,E2,40,40,0,No,Yes,Male,Agency,6,ERS,Noida,29,1
2794655,Yes,50,60,E3,36.52,36.52,0,No,No,Male,Agency,7,INFRA,Noida,32,1
2794661,No,20,30,E1,66.67,113.33,28,No,No,Male,Agency,3,INFRA,Bangalore,29,1
2795135,Yes,14,30,E1,58.73,42.86,-10,No,No,Female,Employee Referral,0,INFRA,Noida,25,1
2795737,Yes,97,90,E2,33.33,20,-10,No,No,Male,Employee Referral,9,EAS,Chennai,36,1
2796732,No,57,90,E1,36.36,36.36,0,No,No,Male,Direct,4,Healthcare,Noida,27,1
2797763,Yes,51,60,E1,21.21,21.21,0,No,No,Male,Direct,3,Healthcare,Noida,28,1
2797814,Yes,45,90,E2,37.93,24.14,-10,No,No,Male,Direct,9,EAS,Chennai,34,0
2797853,Yes,87,90,E1,43.08,21.54,-15.05,No,No,Female,Agency,5,CSMP,Hyderabad,27,1
2797865,No,6,30,E1,33.33,33.33,0,No,No,Male,Direct,4,BFSI,Chennai,28,1
2797883,No,35,30,E1,40.08,51.75,8.33,No,No,Male,Agency,3,ERS,Chennai,29,1
2797972,Yes,20,30,E1,66.67,80,8,No,No,Female,Agency,2,INFRA,Noida,31,1
2797978,No,10,30,E1,19.05,19.05,0,No,No,Female,Direct,3,BFSI,Bangalore,25,1
2798173,No,2,30,E1,44.44,61.11,11.54,No,No,Female,Direct,3,CSMP,Noida,28,0
2798306,No,59,30,E2,15.05,12.9,-1.87,No,No,Male,Direct,9,ERS,Chennai,31,1
2798312,Yes,29,30,E1,9.8,199.02,172.32,No,No,Male,Direct,2,ERS,Chennai,25,1
2798363,No,8,30,E1,50,37.5,-8.33,No,No,Male,Agency,2,INFRA,Chennai,28,0
2798368,No,2,30,E1,66.67,45.83,-12.5,No,No,Male,Direct,3,BFSI,Chennai,26,1
2798375,Yes,26,30,E1,11.11,0,-10,No,No,Male,Direct,3,AXON,Chennai,34,1
